ds,y,syl
2018.12.14,3278.374167,-0.010967072
2018.12.15,3242.42,0.008887909
2018.12.16,3271.238333,0.03704
2018.12.17,3392.405,0.048383079
2018.12.18,3556.54,0.070715499
2018.12.19,3808.0425,0.045905037
2018.12.20,3982.850833,0.038248775
2018.12.21,4135.19,-0.054221612
2018.12.22,3910.973333,0.02978926
2018.12.23,4027.478333,-0.008021976
2018.12.24,3995.17,-0.045377293
2018.12.25,3813.88,0.003015084
2018.12.26,3825.379167,0.005968254
2018.12.27,3848.21,-0.02710481
2018.12.28,3743.905,0.044974654
2018.12.29,3912.285833,-0.036276959
2018.12.30,3770.36,0.005619048
2018.12.31,3791.545833,-0.010358352
2019.1.1,3752.271667,0.027612162
2019.1.2,3855.88,0.002572046
2019.1.3,3865.7975,-0.011167381
2019.1.4,3822.626667,0.008892664
2019.1.5,3856.62,0.016552491
2019.1.6,3920.456667,0.029495713
2019.1.7,4036.093333,-0.000952241
2019.1.8,4032.25,0.000468308
2019.1.9,4034.138333,-0.054919411
2019.1.10,3812.585833,-0.043628089
2019.1.11,3646.25,2.62826E-05
2019.1.12,3646.345833,-0.012753636
2019.1.13,3599.841667,-0.018856848
2019.1.14,3531.96,0.035341567
2019.1.15,3656.785,-0.009711855
2019.1.16,3621.270833,4.39534E-05
2019.1.17,3621.43,0.003027809
2019.1.18,3632.395,0.016002757
2019.1.19,3690.523333,0.003646276
2019.1.20,3703.98,-0.041996042
2019.1.21,3548.4275,-0.002369359
2019.1.22,3540.02,0.013369981
2019.1.23,3587.35,-0.005839965
2019.1.24,3566.4,0.005565837
2019.1.25,3586.25,-0.00235901
2019.1.26,3577.79,-0.000416458
2019.1.27,3576.3,-0.006095685
2019.1.28,3554.5,-0.029798847
2019.1.29,3448.58,-0.00782351
2019.1.30,3421.6,0.014145429
2019.1.31,3470,-0.007259366
2019.2.1,3444.81,0.008859705
2019.2.2,3475.33,0.008888365
2019.2.3,3506.22,-0.014317413
2019.2.4,3456.02,-0.001061915
2019.2.5,3452.35,0.00434197
2019.2.6,3467.34,-0.017777316
2019.2.7,3405.7,-0.003212262
2019.2.8,3394.76,0.078450318
2019.2.9,3661.08,0.000901373
2019.2.10,3664.38,0.005979183
2019.2.11,3686.29,-0.015413871
2019.2.12,3629.47,0.000812791
2019.2.13,3632.42,-0.00493335
2019.2.14,3614.5,-0.003925854
2019.2.15,3600.31,0.002191478
2019.2.16,3608.2,0.003145613
2019.2.17,3619.55,0.014142642
2019.2.18,3670.74,0.065398258
2019.2.19,3910.8,0.004022195
2019.2.20,3926.53,0.015446208
2019.2.21,3987.18,-0.010609002
2019.2.22,3944.88,0.009784835
2019.2.23,3983.48,0.039191862
2019.2.24,4139.6,-0.090035269
2019.2.25,3766.89,0.021619957
2019.2.26,3848.33,-0.004386318
2019.2.27,3831.45,0.000464576
2019.2.28,3833.23,0.004395771
2019.3.1,3850.08,-0.004015501
2019.3.2,3834.62,-0.000829287
2019.3.3,3831.44,-0.004400434
2019.3.4,3814.58,-0.021915912
2019.3.5,3730.98,0.037864046
2019.3.6,3872.25,0.00118794
2019.3.7,3876.85,0.002571675
2019.3.8,3886.82,-0.002794058
2019.3.9,3875.96,0.019246845
2019.3.10,3950.56,-0.005667551
2019.3.11,3928.17,-0.011985225
2019.3.12,3881.09,0.002942472
2019.3.13,3892.51,-0.00378676
2019.3.14,3877.77,0.001918628
2019.3.15,3885.21,0.013201346
2019.3.16,3936.5,0.020182904
2019.3.17,4015.95,-0.005236619
2019.3.18,3994.92,0.000963724
2019.3.19,3998.77,0.007587333
2019.3.20,4029.11,0.006773208
2019.3.21,4056.4,-0.015792328
2019.3.22,3992.34,0.001683223
2019.3.23,3999.06,0.003215756
2019.3.24,4011.92,-0.004439271
2019.3.25,3994.11,-0.014576464
2019.3.26,3935.89,0.003010755
2019.3.27,3947.74,0.025525997
2019.3.28,4048.51,-0.00275163
2019.3.29,4037.37,0.019364091
2019.3.30,4115.55,-0.000269709
2019.3.31,4114.44,-6.8053E-05
2019.4.1,4114.16,0.009326327
2019.4.2,4152.53,0.175880728
2019.4.3,4882.88,0.015755046
2019.4.4,4959.81,-0.009792714
2019.4.5,4911.24,0.02393082
2019.4.6,5028.77,0.004921681
2019.4.7,5053.52,0.02688621
2019.4.8,5189.39,0.015285034
2019.4.9,5268.71,-0.0176324
2019.4.10,5175.81,0.025961154
2019.4.11,5310.18,-0.051817453
2019.4.12,5035.02,0.007513376
2019.4.13,5072.85,-0.001622362
2019.4.14,5064.62,0.017353721
2019.4.15,5152.51,-0.022577346
2019.4.16,5036.18,0.031863436
2019.4.17,5196.65,0.004564479
2019.4.18,5220.37,0.010715716
2019.4.19,5276.31,0.000138354
